sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1;5.52;8.11;0.2;5.56;8.06;0.11;-0.1;0.07;0.06;0.06;0.06;320.0;-24.35;26.82;19.32;64.18;-34.43;-1.06;3.5;1010.03;33.657;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;347514;2014-12-10 11:25:24:560
0.33;5.43;8.3;0.45;5.45;8.13;0.05;0.03;0.15;-0.1;-0.06;0.01;320.0;-24.12;27.84;20.58;64.29;-34.15;-2.54;3.5;1010.03;33.966;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;348004;2014-12-10 11:25:25:050
0.24;5.34;8.17;0.4;5.33;8.21;0.03;0.04;-0.04;0.01;0.0;-0.01;320.0;-24.72;27.48;19.68;64.46;-33.04;-2.72;3.5;1010.03;52.403;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;348505;2014-12-10 11:25:25:551
-0.06;5.43;8.22;-0.05;5.53;8.09;0.16;-0.07;0.12;0.26;0.24;-0.06;320.0;-25.01;27.48;19.32;64.17;-33.51;-0.91;3.5;1010.03;43.718;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;349005;2014-12-10 11:25:26:051
-0.99;6.19;7.66;-0.82;6.13;7.6;-0.03;0.02;-0.05;-0.01;-0.16;-0.01;320.0;-24.78;26.28;17.58;71.77;-38.11;7.83;3.5;1010.03;40.107;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;349504;2014-12-10 11:25:26:550
-0.99;6.06;7.56;-0.74;6.06;7.67;-0.04;0.0;-0.08;0.0;0.08;0.0;320.0;-24.42;26.04;18.6;71.35;-38.19;4.39;3.5;1010.03;49.852;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;350005;2014-12-10 11:25:27:051
-1.11;5.97;7.6;-0.88;6.0;7.7;-0.02;-0.04;-0.05;0.0;0.04;0.0;320.0;-25.01;26.34;17.52;71.12;-37.98;6.09;3.5;1010.03;39.024;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;350504;2014-12-10 11:25:27:550
-1.62;5.92;7.94;-1.36;5.86;7.73;-0.06;0.05;0.24;-0.07;0.27;0.0;320.0;-24.72;26.64;15.06;65.72;-37.47;8.51;3.5;1010.03;33.409;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;351005;2014-12-10 11:25:28:051
-2.13;5.87;7.88;-1.97;5.84;7.62;0.06;-0.08;0.28;-0.14;0.03;0.0;320.0;-23.88;25.56;14.75;66.0;-36.66;12.94;3.5;1010.04;33.659;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;351505;2014-12-10 11:25:28:551
-2.38;5.82;8.6;-2.2;5.77;7.61;-0.16;0.0;0.86;-0.1;-0.02;0.0;320.0;-23.82;25.74;14.46;64.92;-36.43;16.27;3.5;1010.03;34.813;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;352005;2014-12-10 11:25:29:051
-1.42;5.48;7.38;-1.79;5.82;7.68;0.38;-0.42;-0.17;-0.19;-0.39;0.22;320.0;-24.12;25.62;14.88;65.77;-36.3;15.5;3.5;1010.03;34.274;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;352505;2014-12-10 11:25:29:551
-1.57;5.81;8.36;-1.61;5.81;7.72;-0.18;0.21;0.52;0.45;1.24;-0.03;320.0;-24.24;27.0;16.32;63.28;-35.49;8.07;3.5;1010.02;34.686;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;353005;2014-12-10 11:25:30:051
-2.64;5.82;7.73;-2.74;5.85;7.37;0.06;-0.02;0.38;-0.09;-0.1;0.0;320.0;-23.82;27.0;12.71;62.38;-36.65;19.31;3.5;1010.02;36.377;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;353505;2014-12-10 11:25:30:551
-2.44;5.88;7.62;-2.34;5.69;7.63;-0.12;0.16;-0.13;-0.09;-0.11;0.1;320.0;-24.12;27.42;14.46;62.27;-35.88;17.91;3.5;1010.02;37.647;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;354007;2014-12-10 11:25:31:053
-0.95;5.52;8.32;-0.71;5.46;8.1;-0.22;0.07;0.06;-0.11;-0.35;0.12;320.0;-25.2;28.01;17.1;62.31;-34.16;8.3;3.5;1010.02;36.059;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;354504;2014-12-10 11:25:31:550
-0.32;5.33;8.08;-0.19;5.37;8.19;-0.06;0.01;-0.16;-0.04;0.07;-0.01;320.0;-23.88;28.01;18.71;61.24;-32.88;0.7;3.5;1010.02;42.295;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;355005;2014-12-10 11:25:32:051
-0.46;5.57;8.04;-0.36;5.58;8.05;-0.01;0.02;-0.02;0.06;0.07;-0.02;320.0;-24.3;27.84;18.84;63.11;-34.49;2.41;3.5;1010.03;41.599;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;355505;2014-12-10 11:25:32:551
-1.84;6.18;8.71;-1.21;5.58;7.96;-0.54;0.68;0.74;0.0;0.5;-0.18;320.0;-23.93;26.7;16.61;63.88;-35.49;4.17;3.5;1010.02;34.469;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;356004;2014-12-10 11:25:33:050
-2.5;5.93;7.76;-2.27;5.81;7.55;-0.19;0.15;0.13;0.0;0.14;-0.03;320.0;-24.0;26.16;13.56;64.72;-36.35;15.13;3.5;1010.02;35.082;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;356505;2014-12-10 11:25:33:551
-2.02;5.65;7.9;-2.03;5.67;7.73;0.0;-0.01;0.04;0.05;-0.11;0.07;320.0;-24.35;26.88;14.88;63.2;-35.86;15.86;3.5;1010.02;36.194;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;357004;2014-12-10 11:25:34:050
-1.38;5.6;7.93;-1.4;5.63;7.9;0.0;0.0;-0.06;0.02;-0.11;0.06;320.0;-24.48;26.76;15.6;62.9;-34.97;11.27;3.5;1010.02;33.918;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;357504;2014-12-10 11:25:34:550
-0.81;5.51;8.07;-0.77;5.56;8.04;0.0;0.0;0.01;-0.03;-0.02;0.0;320.0;-24.24;27.12;18.18;64.62;-34.98;5.86;3.5;1010.03;33.651;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;358005;2014-12-10 11:25:35:051
-0.54;5.42;8.09;-0.51;5.49;8.1;0.01;-0.03;-0.06;-0.02;-0.07;0.02;320.0;-24.18;26.76;18.6;64.67;-34.21;4.53;3.5;1010.03;33.557;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;358505;2014-12-10 11:25:35:551
-0.39;5.38;8.19;-0.34;5.46;8.13;-0.01;-0.01;0.0;0.0;-0.03;0.02;320.0;-24.72;26.93;18.95;65.23;-34.02;2.61;3.5;1010.03;33.867;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;359005;2014-12-10 11:25:36:051
-0.08;5.41;8.17;-0.01;5.5;8.11;-0.05;0.01;0.02;-0.01;0.04;0.0;320.0;-24.72;27.35;19.56;66.02;-34.14;0.0;3.5;1010.03;33.542;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;359505;2014-12-10 11:25:36:551
-0.15;5.33;7.7;-0.13;5.48;8.12;0.08;-0.16;-0.41;0.0;0.17;0.15;320.0;-25.14;26.93;18.95;64.78;-33.88;0.56;3.5;1010.03;33.893;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;360005;2014-12-10 11:25:37:051
-0.36;5.41;8.31;-0.34;5.45;8.14;0.01;0.03;0.14;0.0;0.0;0.0;320.0;-24.66;27.18;19.02;64.9;-33.73;2.46;3.5;1010.03;33.695;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;360505;2014-12-10 11:25:37:551
-0.3;5.4;8.1;-0.29;5.45;8.14;0.0;0.0;-0.07;0.01;0.0;0.0;320.0;-24.24;27.42;18.71;64.01;-33.87;2.04;3.5;1010.04;33.264;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;361004;2014-12-10 11:25:38:050
-0.29;5.37;8.11;-0.29;5.44;8.15;-0.01;0.03;0.02;0.04;0.03;0.0;320.0;-24.42;27.48;18.6;63.79;-33.66;2.11;3.5;1010.04;33.864;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;361505;2014-12-10 11:25:38:551
-0.38;5.35;8.18;-0.34;5.4;8.17;-0.03;0.0;0.0;0.0;0.02;0.0;320.0;-24.6;28.08;18.77;62.99;-33.44;2.38;3.5;1010.03;34.436;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;362004;2014-12-10 11:25:39:050
-0.75;5.2;7.57;-0.63;5.43;8.14;0.06;-0.04;0.1;0.1;0.25;-0.04;320.0;-24.84;26.7;18.06;63.75;-33.5;3.37;3.5;1010.03;34.147;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;362505;2014-12-10 11:25:39:551
-2.29;6.07;7.27;-2.07;5.78;7.64;-0.13;0.02;0.3;0.0;0.11;-0.11;320.0;-23.76;25.68;14.46;64.23;-36.06;13.95;3.5;1010.03;47.195;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;363005;2014-12-10 11:25:40:051
-1.97;5.7;7.42;-2.0;5.7;7.72;-0.32;0.08;0.23;-0.08;-0.07;0.03;320.0;-24.42;26.82;15.17;64.19;-36.56;16.0;3.5;1010.04;39.06;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;363504;2014-12-10 11:25:40:550
-0.52;5.57;7.96;-0.43;5.58;8.04;-0.16;0.08;0.0;-0.03;-0.04;0.03;320.0;-24.18;27.59;17.64;62.27;-34.57;3.77;3.5;1010.04;34.867;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;364005;2014-12-10 11:25:41:051
-0.68;5.45;8.08;-0.38;5.63;8.01;0.05;-0.11;-0.36;0.08;0.26;-0.03;320.0;-24.84;27.84;18.29;63.25;-34.71;1.99;3.5;1010.03;39.889;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;364504;2014-12-10 11:25:41:550
-2.19;5.76;7.72;-1.98;5.63;7.77;0.24;-0.22;0.06;0.21;0.17;-0.09;320.0;-24.18;26.93;14.52;61.45;-34.56;12.88;3.5;1010.04;33.361;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;365005;2014-12-10 11:25:42:051
-2.23;5.9;7.78;-2.09;5.78;7.63;0.1;-0.02;0.07;-0.23;-0.27;0.08;320.0;-23.64;26.04;13.98;64.45;-36.0;18.23;3.5;1010.04;34.04;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;365505;2014-12-10 11:25:42:551
-0.39;5.59;8.16;-0.18;5.53;8.09;-0.21;0.08;-0.3;0.04;-0.04;0.0;320.0;-24.06;27.24;18.77;64.31;-34.16;1.77;3.5;1010.04;33.518;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;366005;2014-12-10 11:25:43:051
-0.4;5.49;8.05;-0.32;5.51;8.1;0.0;-0.09;-0.08;-0.01;0.18;0.0;320.0;-23.64;28.38;17.82;61.77;-34.29;1.77;3.5;1010.04;33.422;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;366504;2014-12-10 11:25:43:550
-2.38;5.73;7.6;-2.04;5.63;7.76;0.35;-0.05;-0.16;0.27;0.34;-0.06;320.0;-23.93;26.93;14.4;60.67;-34.84;9.73;3.5;1010.04;34.062;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;367005;2014-12-10 11:25:44:051
-2.85;5.97;7.34;-2.59;5.65;7.57;0.02;-0.12;0.05;-0.03;0.09;-0.03;320.0;-23.34;26.4;13.32;61.09;-35.51;18.57;3.5;1010.03;33.865;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;367505;2014-12-10 11:25:44:551
-0.92;5.32;8.27;-0.96;5.45;8.09;-0.01;-0.08;0.13;-0.13;-0.29;0.15;320.0;-23.93;28.01;16.14;61.12;-34.98;11.13;3.5;1010.03;33.265;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;368005;2014-12-10 11:25:45:051
-0.38;5.2;8.17;-0.42;5.32;8.22;-0.19;0.17;0.36;-0.02;0.01;-0.01;320.0;-24.0;28.43;18.0;60.83;-33.3;2.73;3.5;1010.04;32.816;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;368505;2014-12-10 11:25:45:551
-2.43;6.07;8.01;-2.2;5.69;7.67;-0.08;0.16;-0.14;-0.01;0.27;-0.09;320.0;-24.18;26.34;14.16;62.47;-34.77;11.46;3.5;1010.03;33.759;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;369004;2014-12-10 11:25:46:050
-2.45;5.74;7.86;-2.49;5.64;7.61;0.0;0.0;-0.1;-0.19;-0.23;0.05;320.0;-24.06;25.98;14.4;63.35;-35.22;18.28;3.5;1010.04;34.071;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;369505;2014-12-10 11:25:46:551
-0.26;5.3;8.36;-0.38;5.32;8.22;0.06;-0.2;-0.25;0.03;-0.23;0.08;320.0;-24.6;28.14;18.35;61.76;-32.94;6.07;3.5;1010.04;33.878;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;370005;2014-12-10 11:25:47:051
-0.24;5.25;8.43;-0.27;5.38;8.19;0.09;-0.06;-0.21;0.06;0.3;-0.02;320.0;-24.35;28.2;18.0;59.95;-32.53;0.97;3.5;1010.04;34.325;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;370504;2014-12-10 11:25:47:550
-2.38;5.85;7.78;-2.22;5.68;7.67;0.41;-0.23;-0.05;0.12;0.05;-0.02;320.0;-23.93;26.22;13.86;63.16;-35.15;14.9;3.5;1010.04;33.913;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;371004;2014-12-10 11:25:48:050
-2.52;5.61;8.49;-2.47;5.67;7.61;-0.26;-0.04;-1.37;-0.07;0.05;-0.01;320.0;-24.0;26.22;13.62;63.64;-35.45;16.98;3.5;1010.04;34.766;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;371505;2014-12-10 11:25:48:551
-0.5;4.94;8.29;-1.42;5.61;7.91;0.31;-0.37;-0.32;-0.09;-0.6;0.32;320.0;-24.78;27.06;15.06;63.65;-35.13;14.23;3.5;1010.04;33.979;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;372005;2014-12-10 11:25:49:051
-0.09;4.51;7.88;-0.45;5.44;8.14;0.16;-0.12;0.03;0.07;0.02;-0.01;320.0;-24.35;28.2;17.16;60.18;-33.58;3.44;3.5;1010.04;33.583;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;372505;2014-12-10 11:25:49:551
-2.7;5.85;7.43;-2.61;5.71;7.53;0.17;0.09;0.97;-0.07;-0.41;-0.04;320.0;-23.46;27.3;12.6;59.78;-36.0;18.23;3.5;1010.04;34.553;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;373005;2014-12-10 11:25:50:051
-0.52;4.94;8.1;-0.75;5.37;8.16;0.04;0.08;0.32;0.03;-0.33;0.03;320.0;-24.35;27.78;17.34;60.54;-33.72;10.25;3.5;1010.04;34.192;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;373504;2014-12-10 11:25:50:550
-0.03;5.28;8.15;-0.18;5.36;8.2;0.02;-0.12;-0.06;0.0;-0.12;0.09;320.0;-24.66;27.78;18.29;61.92;-33.3;3.01;3.5;1010.04;33.287;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;374005;2014-12-10 11:25:51:051
-1.02;5.31;7.71;-0.75;5.49;8.09;-0.33;0.38;0.1;0.12;0.5;-0.14;320.0;-25.08;27.84;16.5;60.89;-33.42;1.19;3.5;1010.04;33.704;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;374505;2014-12-10 11:25:51:551
-2.22;5.66;7.66;-2.2;5.79;7.59;0.15;-0.07;-0.05;0.01;0.05;-0.04;320.0;-24.84;26.58;13.98;63.96;-36.07;15.6;3.5;1010.05;33.964;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;375004;2014-12-10 11:25:52:050
-2.29;5.77;7.54;-1.79;5.66;7.8;-0.12;0.18;-0.02;-0.17;-0.43;0.17;320.0;-24.18;26.64;14.58;63.34;-35.95;16.03;3.5;1010.05;44.975;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;375505;2014-12-10 11:25:52:551
-0.27;5.29;8.28;-0.26;5.32;8.23;-0.13;0.07;0.0;0.05;0.03;-0.01;320.0;-24.06;27.96;18.66;61.06;-32.6;2.43;3.5;1010.05;33.591;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;376013;2014-12-10 11:25:53:059
-0.18;5.25;8.28;-0.26;5.33;8.22;0.11;-0.01;0.04;0.03;0.05;0.01;320.0;-23.93;28.43;17.82;60.34;-32.9;1.46;3.5;1010.05;33.467;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;376505;2014-12-10 11:25:53:551
-2.45;5.98;7.6;-2.16;5.63;7.72;0.0;0.19;-0.17;0.18;0.12;-0.06;320.0;-24.35;26.88;13.86;60.28;-34.37;11.99;3.5;1010.05;33.922;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;377004;2014-12-10 11:25:54:050
-2.16;5.6;6.77;-2.42;5.75;7.56;0.25;-0.19;-0.83;-0.1;-0.07;0.07;320.0;-23.64;26.4;13.2;63.04;-35.71;17.93;3.5;1010.05;34.157;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;377515;2014-12-10 11:25:54:561
-0.59;5.36;8.24;-0.74;5.46;8.1;0.1;-0.03;0.1;-0.15;-0.3;0.12;320.0;-24.48;28.14;17.16;61.03;-34.14;8.65;3.5;1010.05;33.938;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;378004;2014-12-10 11:25:55:050
-0.24;5.22;8.01;-0.24;5.38;8.18;0.02;-0.08;-0.14;-0.01;0.02;0.0;320.0;-24.42;28.08;17.76;60.86;-33.36;2.31;3.5;1010.05;33.802;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;378505;2014-12-10 11:25:55:551
-1.35;5.5;7.51;-1.45;5.64;7.88;-0.09;0.13;0.22;0.12;0.31;-0.16;320.0;-24.18;27.96;15.71;60.24;-34.35;7.03;3.5;1010.05;34.019;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;379005;2014-12-10 11:25:56:051
-2.57;5.84;7.55;-2.42;5.72;7.58;-0.09;0.07;-0.1;-0.01;0.05;-0.03;320.0;-23.64;26.4;13.86;63.8;-35.57;16.77;3.5;1010.05;33.898;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;379504;2014-12-10 11:25:56:550
-2.63;5.83;8.37;-2.47;5.66;7.61;-0.18;0.17;0.65;0.0;0.02;-0.01;320.0;-23.93;26.16;13.86;63.94;-35.64;18.07;3.5;1010.05;34.279;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;380005;2014-12-10 11:25:57:051
-1.45;5.31;8.04;-1.64;5.66;7.83;0.18;-0.34;0.14;-0.18;-0.34;0.21;320.0;-24.18;27.96;14.52;60.99;-35.63;15.66;3.5;1010.05;34.775;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;380505;2014-12-10 11:25:57:551
-0.43;5.18;8.01;-0.62;5.41;8.15;0.13;-0.09;-0.18;0.04;0.06;0.01;320.0;-24.42;29.16;17.27;58.79;-33.65;5.42;3.5;1010.05;36.273;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;381004;2014-12-10 11:25:58:050
-2.97;5.93;7.4;-2.64;5.71;7.51;-0.3;0.25;-0.16;-0.04;0.03;-0.06;320.0;-23.34;26.4;12.78;60.91;-35.37;18.39;3.5;1010.05;36.967;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;381504;2014-12-10 11:25:58:550
-1.34;5.35;8.17;-1.48;5.34;8.08;0.16;-0.04;0.01;-0.1;-0.57;0.26;320.0;-23.7;28.56;15.36;57.36;-34.21;15.46;3.5;1010.06;34.772;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;382004;2014-12-10 11:25:59:050
-2.2;5.45;8.1;-1.65;5.49;7.94;-0.61;0.23;0.14;0.18;1.38;-0.19;320.0;-23.82;28.43;14.4;56.51;-32.54;3.96;3.5;1010.06;34.818;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;382505;2014-12-10 11:25:59:551
-2.52;5.8;6.99;-2.61;5.99;7.3;0.17;-0.22;-0.3;-0.02;-0.12;0.04;320.0;-23.58;27.18;12.42;62.77;-37.6;20.35;3.5;1010.06;35.214;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;383004;2014-12-10 11:26:00:050
-2.54;5.85;7.36;-2.24;5.76;7.6;-0.15;0.04;-0.2;-0.18;-0.18;0.15;320.0;-23.58;27.59;13.44;60.75;-36.87;17.9;3.5;1010.05;34.255;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;383504;2014-12-10 11:26:00:550
-0.75;5.34;7.96;-0.6;5.38;8.17;-0.06;0.02;-0.23;0.04;-0.15;0.0;320.0;-24.3;28.8;16.74;58.04;-32.93;5.58;3.5;1010.06;33.785;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;384006;2014-12-10 11:26:01:052
-0.5;5.39;7.44;-0.28;5.53;8.09;-0.04;-0.1;-0.66;0.09;0.03;-0.02;320.0;-24.06;28.32;17.69;61.61;-34.13;1.84;3.5;1010.06;33.94;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;384504;2014-12-10 11:26:01:550
-0.51;5.55;8.07;-0.33;5.58;8.05;0.0;0.0;0.0;0.02;0.06;0.0;320.0;-24.3;27.59;17.4;61.05;-34.54;2.27;3.5;1010.06;34.053;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;385005;2014-12-10 11:26:02:051
-1.02;5.71;8.5;-0.89;5.6;7.99;0.04;0.13;0.45;-0.11;0.13;0.03;320.0;-24.48;27.0;16.61;64.78;-36.07;5.8;3.5;1010.06;34.335;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;385505;2014-12-10 11:26:02:551
-0.94;5.54;7.83;-0.86;5.57;8.02;-0.01;0.05;-0.26;0.07;-0.04;-0.05;320.0;-24.54;27.42;16.68;64.47;-34.79;6.21;3.5;1010.06;37.03;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;386005;2014-12-10 11:26:03:051
-0.97;5.55;7.99;-0.88;5.56;8.02;0.01;0.01;-0.04;0.03;0.01;-0.02;320.0;-24.35;27.18;15.83;61.98;-34.49;6.25;3.5;1010.05;34.683;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;386505;2014-12-10 11:26:03:551
-0.96;5.52;8.14;-0.82;5.49;8.07;-0.05;0.04;0.06;-0.07;-0.02;0.05;320.0;-24.24;27.06;17.58;63.57;-34.09;5.87;3.5;1010.05;34.299;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;387004;2014-12-10 11:26:04:050
-1.2;5.65;7.81;-0.86;5.47;8.08;-0.32;0.23;-0.28;0.04;-0.01;-0.12;320.0;-23.34;28.2;16.74;57.85;-32.44;3.39;3.5;1010.05;34.633;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;387505;2014-12-10 11:26:04:551
-1.1;5.59;8.01;-0.98;5.52;8.04;-0.02;0.06;-0.02;-0.01;0.01;0.0;320.0;-23.82;27.42;16.61;62.68;-34.16;6.73;3.5;1010.06;34.253;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;388005;2014-12-10 11:26:05:051
-0.93;5.33;8.19;-0.89;5.37;8.15;0.01;-0.03;-0.01;0.0;0.0;0.02;320.0;-23.34;27.59;16.92;59.06;-33.58;6.61;3.5;1010.06;34.587;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;388504;2014-12-10 11:26:05:550
-0.51;5.05;8.78;-0.78;5.3;8.21;0.12;-0.11;0.41;0.26;0.7;0.01;320.0;-24.24;28.43;16.98;59.12;-32.47;4.44;3.5;1010.06;34.323;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;389005;2014-12-10 11:26:06:051
-1.03;5.31;8.19;-1.18;5.55;7.99;0.26;-0.26;-0.08;0.08;-0.01;0.01;320.0;-23.93;26.76;16.92;63.48;-34.72;8.64;3.5;1010.05;34.211;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;389504;2014-12-10 11:26:06:550
-1.08;5.52;8.12;-1.23;5.56;7.97;0.13;-0.03;0.11;-0.03;0.0;0.01;320.0;-23.51;27.9;17.1;61.45;-34.49;8.47;3.5;1010.06;33.738;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;390005;2014-12-10 11:26:07:051
-1.27;5.56;8.03;-1.29;5.6;7.94;0.02;-0.06;0.07;0.0;-0.04;0.02;320.0;-23.58;27.72;16.08;61.15;-35.06;9.18;3.5;1010.06;34.472;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;390504;2014-12-10 11:26:07:550
-0.98;5.33;8.1;-1.15;5.48;8.04;0.12;-0.13;0.05;-0.07;-0.04;0.05;320.0;-24.35;27.72;16.68;61.28;-34.34;8.74;3.5;1010.05;34.156;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;391005;2014-12-10 11:26:08:051
-1.41;5.69;7.81;-1.32;5.61;7.93;-0.05;0.0;-0.05;0.07;-0.03;-0.06;320.0;-23.16;26.46;16.32;62.87;-34.64;9.07;3.5;1010.06;33.806;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;391505;2014-12-10 11:26:08:551
-1.32;5.59;8.08;-1.29;5.55;7.97;-0.1;0.05;0.06;-0.02;0.03;-0.01;320.0;-24.18;27.96;15.96;60.32;-34.35;9.1;3.5;1010.06;33.93;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;392004;2014-12-10 11:26:09:050
-0.59;5.18;8.72;-0.71;5.09;8.35;0.02;0.1;0.3;-0.26;-0.26;0.11;320.0;-23.88;27.3;17.64;62.5;-33.1;7.28;3.5;1010.06;33.51;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;392505;2014-12-10 11:26:09:551
-0.46;4.97;8.49;-0.63;5.09;8.35;-0.01;-0.08;0.0;0.04;0.07;-0.01;320.0;-23.64;28.5;17.82;57.19;-31.22;4.11;3.5;1010.06;34.292;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;393004;2014-12-10 11:26:10:050
