sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.47;6.31;6.85;2.98;6.78;6.41;-0.03;-0.71;-0.88;-0.37;0.41;0.03;320.0;-21.48;26.93;21.42;66.78;-44.74;-24.8;9.0;1010.14;55.995;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;42005;2014-12-10 11:20:19:051
2.57;6.33;7.81;2.75;6.94;6.35;0.8;-0.83;1.17;0.16;0.28;-0.01;320.0;-20.82;24.96;26.09;78.77;-45.99;-22.35;9.0;1010.14;60.369;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;42505;2014-12-10 11:20:19:551
-0.58;7.54;7.79;2.01;6.75;6.82;1.06;-0.19;-0.31;-0.28;-0.06;-0.77;320.0;-21.0;24.35;22.38;75.2;-43.51;-16.42;9.0;1010.13;34.853;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;43005;2014-12-10 11:20:20:051
1.29;6.36;7.11;1.75;6.6;7.03;0.05;-0.06;0.07;0.02;-0.63;0.1;320.0;-22.2;28.2;22.14;69.63;-42.33;-13.98;9.0;1010.13;52.482;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;43504;2014-12-10 11:20:20:550
2.29;6.88;6.73;2.54;6.94;6.44;0.29;0.1;0.37;0.56;-0.48;-0.18;320.0;-19.85;26.93;24.42;70.4;-41.77;-19.75;9.0;1010.13;63.403;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;44004;2014-12-10 11:20:21:050
2.7;7.68;5.33;3.03;7.64;5.34;-0.02;-0.14;-0.14;0.02;0.05;-0.03;320.0;-19.19;25.8;26.76;80.3;-51.38;-29.29;9.0;1010.14;60.304;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;44505;2014-12-10 11:20:21:551
2.62;7.65;5.67;2.84;7.62;5.46;0.11;0.05;0.16;-0.02;0.0;-0.01;320.0;-19.02;24.96;25.98;80.76;-51.09;-27.81;9.0;1010.13;56.463;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;45004;2014-12-10 11:20:22:050
2.64;7.7;5.69;2.79;7.59;5.53;0.07;0.03;0.06;-0.03;0.01;0.0;320.0;-19.56;24.6;26.09;80.78;-50.78;-26.77;9.0;1010.13;61.568;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;45504;2014-12-10 11:20:22:550
2.63;7.57;5.81;2.74;7.54;5.63;0.08;-0.01;0.0;-0.02;0.0;0.01;320.0;-19.26;25.08;26.58;82.74;-50.33;-25.99;9.0;1010.13;46.719;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;46006;2014-12-10 11:20:23:052
2.65;7.44;5.8;2.7;7.51;5.68;-0.04;0.03;-0.01;0.01;0.02;0.0;320.0;-19.26;24.0;25.56;82.56;-50.04;-25.51;9.0;1010.13;47.851;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;46505;2014-12-10 11:20:23:551
2.53;7.51;5.73;2.68;7.52;5.68;0.02;0.02;-0.03;-0.01;0.0;0.0;320.0;-18.95;24.66;25.68;81.37;-49.96;-25.26;9.0;1010.13;49.395;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;47005;2014-12-10 11:20:24:051
2.63;7.51;5.83;2.68;7.51;5.7;-0.06;0.01;0.0;0.0;0.01;-0.01;320.0;-19.14;25.62;26.22;80.21;-50.01;-25.18;9.0;1010.13;43.804;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;47505;2014-12-10 11:20:24:551
2.62;7.49;5.85;2.66;7.49;5.73;0.02;0.01;0.02;-0.02;0.0;0.01;320.0;-19.37;25.8;25.43;78.7;-49.85;-24.9;9.0;1010.12;34.483;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;48004;2014-12-10 11:20:25:050
3.09;7.35;5.75;2.75;7.32;5.91;0.57;0.1;-0.57;-0.45;0.32;-0.25;320.0;-19.26;25.43;26.4;80.16;-49.5;-26.4;9.0;1010.12;38.315;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;48505;2014-12-10 11:20:25:551
2.64;7.58;5.11;2.62;7.77;5.36;0.14;-0.09;-0.02;0.36;-0.19;-0.17;320.0;-18.95;25.08;27.0;82.89;-50.23;-25.62;9.0;1010.12;54.319;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;49005;2014-12-10 11:20:26:051
0.88;7.57;5.9;1.27;7.8;5.79;-0.27;0.19;-0.06;0.08;0.02;-0.13;320.0;-21.06;25.2;23.16;87.95;-53.11;-13.16;9.0;1010.11;48.037;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;49505;2014-12-10 11:20:26:551
-1.19;8.44;6.46;-0.04;7.74;6.01;0.19;-0.29;-0.06;-0.17;-0.27;0.06;320.0;-21.24;21.96;21.9;100.84;-52.17;0.38;9.0;1010.12;33.892;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;50004;2014-12-10 11:20:27:050
-0.99;7.25;6.3;-1.43;7.74;5.84;-1.02;1.13;0.55;0.05;0.24;-0.37;320.0;-21.35;20.58;17.03;104.08;-52.16;13.76;3.5;1010.12;46.938;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;50504;2014-12-10 11:20:27:550
-0.64;7.83;5.2;-0.42;7.95;5.71;-0.25;0.12;-0.39;-0.11;0.21;0.07;320.0;-21.0;21.48;19.02;101.15;-53.32;4.11;3.5;1010.11;67.48;24.786316;120.99741;;97.1150131;;;65.353;;0 / 19;51008;2014-12-10 11:20:28:054
-1.66;8.27;6.25;-1.24;7.76;5.85;-0.29;0.15;0.41;-0.04;-0.26;0.11;320.0;-21.24;21.3;17.1;100.39;-52.5;9.56;3.5;1010.12;55.084;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;51504;2014-12-10 11:20:28:550
-0.67;7.5;6.43;-0.92;7.61;6.11;-0.11;0.31;0.79;-0.12;0.59;0.09;320.0;-21.24;21.78;17.03;96.58;-51.22;9.75;3.5;1010.12;47.191;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;52005;2014-12-10 11:20:29:051
-1.62;7.38;6.18;-1.57;7.36;6.28;-0.1;-0.18;0.43;0.1;-0.43;-0.05;320.0;-20.93;22.32;18.18;98.55;-48.67;14.04;3.5;1010.12;48.194;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;52505;2014-12-10 11:20:29:551
-0.53;7.05;6.97;-0.46;7.07;6.77;-0.1;-0.06;-0.26;-0.04;-0.21;0.04;320.0;-21.18;23.51;19.14;83.71;-45.95;3.28;3.5;1010.11;36.694;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;53004;2014-12-10 11:20:30:050
-0.49;7.16;6.45;-0.88;7.27;6.51;0.03;0.08;-0.4;0.04;0.01;0.0;320.0;-22.68;23.22;18.29;88.87;-47.03;7.57;3.5;1010.11;47.578;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;53505;2014-12-10 11:20:30:551
-0.49;7.32;6.48;-0.62;7.32;6.48;-0.05;0.1;0.0;0.01;-0.11;0.01;320.0;-22.02;23.82;17.94;87.73;-48.31;6.34;3.5;1010.11;39.787;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;54004;2014-12-10 11:20:31:050
-0.42;7.37;6.49;-0.54;7.35;6.46;-0.01;0.06;0.08;0.03;0.05;0.0;320.0;-21.12;23.51;18.48;86.73;-48.59;4.78;3.5;1010.11;34.787;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;54505;2014-12-10 11:20:31:551
-0.33;7.42;6.49;-0.5;7.37;6.44;-0.05;0.03;-0.03;0.02;-0.04;0.01;320.0;-21.78;22.38;18.42;90.77;-48.77;4.44;3.5;1010.11;34.527;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;55004;2014-12-10 11:20:32:050
-0.42;7.44;6.47;-0.49;7.39;6.42;0.03;0.0;0.05;0.0;0.0;0.0;320.0;-22.26;24.0;18.24;87.41;-48.93;4.54;3.5;1010.11;33.077;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;55504;2014-12-10 11:20:32:550
-0.42;7.47;6.43;-0.48;7.39;6.42;0.03;0.0;0.0;0.02;0.05;0.0;320.0;-21.35;23.1;18.95;91.05;-48.94;4.28;3.5;1010.12;34.527;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;56005;2014-12-10 11:20:33:051
-0.45;7.45;6.47;-0.46;7.39;6.42;0.0;-0.03;0.01;0.0;0.0;0.0;320.0;-21.48;22.98;18.84;91.06;-48.99;4.19;3.5;1010.11;33.714;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;56505;2014-12-10 11:20:33:551
-0.41;7.45;6.53;-0.43;7.39;6.42;0.0;0.0;-0.02;-0.02;-0.02;0.02;320.0;-21.42;23.46;18.53;90.74;-48.95;3.83;3.5;1010.11;33.147;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;57005;2014-12-10 11:20:34:051
-0.24;7.29;6.56;-0.28;7.32;6.51;0.02;-0.08;-0.02;-0.01;-0.02;0.0;320.0;-20.76;23.93;18.53;86.86;-48.33;2.46;3.5;1010.11;34.598;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;57504;2014-12-10 11:20:34:550
-0.26;7.39;6.72;-0.28;7.32;6.51;0.0;-0.01;-0.05;0.01;0.04;0.0;320.0;-21.42;23.93;18.71;86.68;-48.24;2.37;3.5;1010.11;33.901;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;58005;2014-12-10 11:20:35:051
-0.33;7.43;6.48;-0.35;7.36;6.46;-0.01;0.0;0.01;0.0;-0.03;0.0;320.0;-21.12;22.68;18.95;89.64;-48.69;2.92;3.5;1010.11;34.795;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;58504;2014-12-10 11:20:35:550
-0.41;7.51;6.62;-0.39;7.38;6.44;0.01;-0.07;-0.03;-0.01;0.03;0.0;320.0;-22.38;24.3;18.48;86.28;-48.76;3.28;3.5;1010.11;34.158;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;59004;2014-12-10 11:20:36:050
-0.41;7.39;6.49;-0.4;7.41;6.4;0.01;-0.03;-0.03;0.0;-0.02;0.0;320.0;-21.12;23.58;18.11;86.74;-49.13;3.58;3.5;1010.11;32.892;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;59505;2014-12-10 11:20:36:551
-0.43;7.51;6.47;-0.43;7.41;6.39;-0.02;0.05;0.04;0.0;0.0;0.0;320.0;-21.06;23.22;18.9;91.08;-49.16;3.85;3.5;1010.11;32.714;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;60005;2014-12-10 11:20:37:051
-0.43;7.44;6.42;-0.43;7.41;6.4;-0.03;0.0;-0.12;-0.01;0.01;0.0;320.0;-21.24;24.12;17.82;86.91;-49.12;3.84;3.5;1010.11;33.047;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;60505;2014-12-10 11:20:37:551
-0.46;7.49;6.56;-0.42;7.41;6.4;0.0;-0.03;0.02;0.0;-0.03;0.01;320.0;-21.48;23.4;18.53;90.94;-49.12;3.75;3.5;1010.11;33.309;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;61005;2014-12-10 11:20:38:051
-0.42;7.45;6.44;-0.4;7.41;6.4;0.0;0.0;0.03;0.0;-0.05;0.0;320.0;-21.54;22.98;18.77;90.96;-49.12;3.67;3.5;1010.12;33.136;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;61505;2014-12-10 11:20:38:551
-0.37;7.44;6.44;-0.39;7.41;6.41;-0.01;-0.04;0.06;0.0;0.03;0.0;320.0;-21.6;24.18;18.24;86.9;-49.09;3.48;3.5;1010.11;32.759;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;62004;2014-12-10 11:20:39:050
-0.38;7.38;6.54;-0.39;7.4;6.41;0.0;-0.02;0.0;0.0;-0.02;0.0;320.0;-21.35;23.51;18.66;88.72;-49.05;3.48;3.5;1010.11;34.199;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;62505;2014-12-10 11:20:39:551
-0.4;7.37;6.49;-0.39;7.4;6.42;0.0;-0.01;0.09;0.0;-0.02;0.0;320.0;-21.12;23.46;18.35;88.44;-49.05;3.48;3.5;1010.1;32.378;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;63005;2014-12-10 11:20:40:051
-0.35;7.37;6.49;-0.39;7.39;6.42;-0.02;0.0;-0.01;0.0;0.0;0.0;320.0;-21.24;23.7;18.24;86.42;-48.97;3.48;3.5;1010.1;33.239;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;63505;2014-12-10 11:20:40:551
-0.34;7.41;6.48;-0.39;7.39;6.43;0.0;0.0;0.06;0.0;0.0;-0.01;320.0;-21.12;23.28;19.02;90.41;-48.92;3.47;3.5;1010.11;32.911;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;64006;2014-12-10 11:20:41:052
-0.35;7.4;6.54;-0.38;7.38;6.43;0.0;-0.02;0.03;-0.01;-0.01;0.0;320.0;-21.66;23.64;19.68;90.66;-48.89;3.38;3.5;1010.11;32.186;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;64504;2014-12-10 11:20:41:550
-0.31;7.39;6.51;-0.35;7.38;6.44;-0.04;0.0;0.02;0.0;0.02;0.0;320.0;-21.12;23.34;18.11;87.93;-48.85;3.2;3.5;1010.1;32.781;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;65005;2014-12-10 11:20:42:051
-0.33;7.38;6.58;-0.34;7.38;6.44;0.0;0.0;-0.05;0.0;-0.05;0.01;320.0;-21.35;24.24;18.71;88.07;-48.85;3.02;3.5;1010.1;45.265;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;65504;2014-12-10 11:20:42:550
-0.33;7.34;6.6;-0.34;7.37;6.45;-0.01;0.0;-0.01;0.0;-0.04;0.01;320.0;-21.35;23.7;18.35;85.88;-48.81;3.02;3.5;1010.1;41.223;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;66004;2014-12-10 11:20:43:050
-0.28;7.35;6.55;-0.33;7.37;6.45;0.02;0.03;0.01;0.01;-0.03;0.0;320.0;-22.08;23.51;18.53;88.09;-48.77;2.93;3.5;1010.1;44.121;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;66505;2014-12-10 11:20:43:551
-0.33;7.37;6.59;-0.34;7.36;6.46;0.02;0.01;0.03;0.0;0.02;0.0;320.0;-22.14;23.64;18.29;85.99;-48.69;3.01;3.5;1010.11;41.008;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;67004;2014-12-10 11:20:44:050
-0.35;7.36;6.49;-0.35;7.35;6.47;0.0;-0.02;0.05;0.0;0.02;0.0;320.0;-21.72;23.22;18.84;89.76;-48.6;3.1;3.5;1010.1;43.132;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;67505;2014-12-10 11:20:44:551
-0.36;7.33;6.49;-0.37;7.35;6.47;0.0;0.02;0.0;0.0;-0.01;0.0;320.0;-21.66;23.58;18.9;88.07;-48.6;3.27;3.5;1010.11;35.919;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;68004;2014-12-10 11:20:45:050
0.16;7.17;7.1;-0.12;7.2;6.65;-0.01;-0.02;-0.02;-0.03;-0.07;0.04;320.0;-21.54;23.76;19.85;89.81;-48.52;3.0;3.5;1010.11;33.935;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;68504;2014-12-10 11:20:45:550
0.95;5.9;7.67;0.83;5.72;7.92;-0.39;1.97;0.86;-0.78;-0.51;0.16;320.0;-22.2;25.8;23.04;69.43;-35.69;-5.98;3.5;1010.1;32.678;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;69006;2014-12-10 11:20:46:052
2.39;3.78;4.18;2.08;4.83;8.27;-3.0;0.1;0.32;0.03;-0.12;-1.29;320.0;-18.35;23.76;18.9;58.97;-30.75;-2.72;3.5;1010.1;33.159;24.786316;120.99741;;97.1150131;;;65.353;;0 / 16;69504;2014-12-10 11:20:46:550
-1.56;2.2;8.28;-2.65;2.17;9.18;1.49;0.25;-1.51;-0.42;0.25;0.2;640.0;0.12;18.18;7.62;352.03;-12.8;16.1;3.5;1010.1;34.884;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;70005;2014-12-10 11:20:47:051
-0.46;0.16;10.19;-2.41;1.44;9.39;0.41;-0.48;3.09;0.14;-4.6;-0.62;320.0;1.14;29.93;-7.91;1.89;-8.45;14.39;3.5;1010.1;40.589;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;70505;2014-12-10 11:20:47:551
0.19;0.04;9.54;-0.24;0.21;9.8;-0.15;0.19;-0.17;0.0;-0.23;0.0;320.0;-0.29;32.21;-10.92;0.48;-1.23;1.4;3.5;1010.1;38.372;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;71004;2014-12-10 11:20:48:050
0.08;-0.05;9.67;-0.05;0.09;9.8;0.0;0.01;0.02;0.0;-0.03;0.01;320.0;-3.41;33.12;-12.84;5.29;-0.53;0.29;3.5;1010.1;41.763;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;71504;2014-12-10 11:20:48:550
0.02;0.0;9.7;-0.11;0.07;9.8;-0.01;0.01;-0.05;0.0;0.04;0.0;320.0;-3.95;34.5;-13.38;6.74;-0.41;0.64;3.5;1010.11;48.094;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;72004;2014-12-10 11:20:49:050
-0.13;0.01;9.69;-0.22;0.08;9.8;0.2;0.07;-0.13;0.0;0.0;0.0;320.0;-4.08;34.91;-13.5;6.74;-0.41;0.64;3.5;1010.11;38.571;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;72504;2014-12-10 11:20:49:550
-0.13;-0.04;9.72;-0.2;0.07;9.8;-0.01;-0.04;0.0;0.0;0.0;0.0;320.0;-4.08;33.41;-14.64;7.46;-0.47;1.29;3.5;1010.1;34.815;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;73004;2014-12-10 11:20:50:050
-0.14;0.0;9.71;-0.17;0.05;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-5.16;33.3;-13.44;9.0;-0.35;1.05;3.5;-0.01;38.737;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;73504;2014-12-10 11:20:50:550
-0.19;-0.05;9.7;-0.17;0.04;9.8;-0.05;-0.04;-0.01;0.0;0.0;0.0;320.0;-4.31;34.86;-12.9;6.87;-0.29;0.99;3.5;-0.01;34.524;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;74004;2014-12-10 11:20:51:050
-0.21;-0.19;9.6;-0.17;0.03;9.8;-0.03;-0.14;-0.08;0.0;-0.02;0.0;320.0;-4.5;34.55;-14.1;6.9;-0.23;0.99;3.5;-0.01;36.455;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;74504;2014-12-10 11:20:51:550
-0.37;-0.21;9.63;-0.17;0.04;9.8;-0.19;-0.19;-0.07;0.0;0.03;0.0;320.0;-3.12;34.55;-13.38;5.26;-0.18;0.99;3.5;-0.01;38.749;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;75005;2014-12-10 11:20:52:051
-0.17;-0.02;9.69;-0.14;0.03;9.8;-0.03;-0.02;-0.01;0.0;0.0;0.0;320.0;-4.38;34.32;-13.02;7.01;-0.18;0.82;3.5;-0.01;40.057;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;75505;2014-12-10 11:20:52:551
-0.11;0.04;9.68;-0.14;0.03;9.8;0.01;0.03;-0.01;0.0;0.0;0.0;320.0;-4.73;34.38;-13.92;8.68;-0.18;0.82;3.5;-0.01;35.11;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;76005;2014-12-10 11:20:53:051
-0.09;0.02;9.73;-0.14;0.03;9.8;0.04;0.01;0.01;0.0;-0.01;0.0;320.0;-4.02;33.36;-13.62;7.24;-0.18;0.82;3.5;-0.01;34.105;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;76505;2014-12-10 11:20:53:551
-0.08;0.03;9.69;-0.14;0.02;9.8;0.03;0.02;-0.01;0.0;0.0;0.0;320.0;-4.67;35.16;-14.21;8.44;-0.18;0.82;3.5;-0.01;36.0;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;77004;2014-12-10 11:20:54:050
-0.11;0.0;9.7;-0.14;0.02;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.19;35.28;-13.56;6.84;-0.12;0.82;3.5;-0.01;36.945;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;77505;2014-12-10 11:20:54:551
-0.09;0.01;9.72;-0.14;0.02;9.8;0.03;0.01;0.0;0.0;0.0;0.0;320.0;-5.46;33.05;-13.62;8.95;-0.12;0.82;3.5;-0.01;34.519;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;78004;2014-12-10 11:20:55:050
-0.14;0.01;9.72;-0.13;0.02;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.67;34.86;-13.67;8.44;-0.12;0.82;3.5;-0.01;34.872;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;78504;2014-12-10 11:20:55:550
-0.13;0.0;9.71;-0.13;0.02;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.1;33.89;-14.46;8.66;-0.12;0.76;3.5;-0.01;34.948;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;79004;2014-12-10 11:20:56:050
-0.11;0.0;9.7;-0.13;0.01;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-5.04;35.16;-14.28;8.42;-0.06;0.76;3.5;-0.01;37.414;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;79505;2014-12-10 11:20:56:551
-0.13;0.0;9.71;-0.13;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.95;34.8;-13.25;6.8;-0.06;0.76;3.5;-0.01;63.857;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;80004;2014-12-10 11:20:57:050
-0.18;-0.01;9.75;-0.13;0.01;9.8;-0.04;-0.02;-0.1;0.0;0.02;0.0;320.0;-5.46;34.02;-15.0;8.69;-0.06;0.76;3.5;-0.01;33.821;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;80505;2014-12-10 11:20:57:551
0.88;0.43;9.14;-0.14;0.02;9.8;0.9;0.4;-0.28;0.03;-0.12;0.0;320.0;-3.9;34.55;-12.84;6.8;-0.06;0.76;3.5;-0.01;40.313;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;81004;2014-12-10 11:20:58:050
-0.27;-0.14;9.67;-0.17;0.01;9.8;-0.11;-0.12;-0.03;0.0;0.03;0.0;320.0;-4.56;33.59;-13.14;8.71;0.0;0.94;3.5;-0.01;32.96;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;81504;2014-12-10 11:20:58:550
-0.19;-0.07;9.7;-0.17;0.0;9.8;-0.07;-0.08;-0.01;0.0;0.01;0.0;320.0;-4.98;34.68;-14.64;8.54;-0.06;0.99;3.5;-0.01;33.396;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;82004;2014-12-10 11:20:59:050
-0.11;0.02;9.7;-0.16;0.0;9.8;0.03;0.02;0.0;0.0;0.0;0.0;320.0;-4.62;33.84;-14.04;8.76;0.0;0.99;3.5;-0.01;33.016;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;82505;2014-12-10 11:20:59:551
-0.14;0.0;9.7;-0.16;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.25;35.46;-14.64;6.91;0.0;0.94;3.5;-0.01;33.154;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;83005;2014-12-10 11:21:00:051
-0.07;0.2;9.68;-0.16;0.01;9.8;0.05;0.17;-0.01;0.0;0.02;0.0;320.0;-4.79;34.68;-14.34;8.5;0.0;0.94;3.5;-0.01;35.193;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;83505;2014-12-10 11:21:00:551
-0.06;0.07;9.73;-0.15;0.01;9.8;0.08;0.07;0.03;0.0;-0.02;0.01;320.0;-4.19;34.07;-13.32;7.06;-0.06;0.94;3.5;-0.01;33.738;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;84005;2014-12-10 11:21:01:051
-0.15;-0.01;9.71;-0.15;0.01;9.8;-0.02;-0.01;0.0;0.0;-0.01;0.0;320.0;-4.25;34.07;-13.32;7.04;-0.06;0.88;3.5;-0.01;33.528;24.786854;120.99584;;293.56188069555793;;;2854.8389;;0 / 16;84505;2014-12-10 11:21:01:551
-0.15;-0.01;9.7;-0.15;0.01;9.8;-0.01;-0.02;0.0;0.0;0.01;0.0;320.0;-5.04;35.21;-14.34;8.47;-0.06;0.88;3.5;-0.01;33.273;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;85005;2014-12-10 11:21:02:051
-0.14;0.01;9.71;-0.15;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.73;33.3;-14.16;8.97;-0.06;0.88;3.5;-0.01;33.036;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;85505;2014-12-10 11:21:02:551
-0.13;0.02;9.71;-0.15;0.01;9.8;0.0;0.02;0.0;0.0;0.0;0.0;320.0;-4.02;35.75;-14.64;6.7;-0.06;0.88;3.5;-0.01;33.596;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;86005;2014-12-10 11:21:03:051
-0.13;0.0;9.75;-0.15;0.01;9.8;0.0;0.0;0.03;0.0;-0.01;0.0;320.0;-3.48;36.0;-13.56;5.1;-0.06;0.88;3.5;-0.01;33.257;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;86505;2014-12-10 11:21:03:551
-0.13;0.01;9.71;-0.14;0.01;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.19;33.84;-14.1;7.06;-0.06;0.88;3.5;-0.01;33.711;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;87008;2014-12-10 11:21:04:054
-0.14;0.0;9.69;-0.14;0.01;9.8;0.0;0.0;-0.01;0.0;0.01;0.0;320.0;-3.78;35.04;-13.2;6.82;-0.06;0.82;3.5;-0.01;33.546;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;87504;2014-12-10 11:21:04:550
-0.15;0.01;9.7;-0.14;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;34.62;-14.64;8.47;-0.06;0.82;3.5;-0.01;32.905;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;88004;2014-12-10 11:21:05:050
